t,segment,window_sec,rpm_avg_10s,cur_avg_10s,dpps_avg_10s,cpr_avg_10s,rpm_avg_all,cur_avg_all,dpps_avg_all,cpr_avg_all,n_all,duration_sec,data_ok
1772005641.9189553,other,10.0,54.90666666666665,-0.7626666720708211,4768.325797041658,4394.090154706626,83.3840579710145,-1.125362335771754,3326.900005841492,3204.3126793603487,46,27.024565618999986,1
1772005642.9377036,straight,10.0,293.1590153027278,-3.966666690127815,21032.53611116293,3004.102933004092,71.66805472932778,-1.171564535207742,5128.523976553798,2974.2483889011296,1681,37.17868820600006,1
1772005642.937882,stop,10.0,-1.3049645390070879,0.028368794326241134,-443.2114463861572,11323.042880953435,-0.32419127988748186,0.0014767932657115735,-79.94654277337989,6316.183881990986,474,33.03910529599989,1
1772005642.9380076,other,10.0,54.90666666666665,-0.7626666720708211,4768.325797041658,4394.090154706626,83.3840579710145,-1.125362335771754,3326.900005841492,3204.3126793603487,46,27.024565618999986,1
1772005643.9576232,straight,10.0,312.32934131736505,-4.270192973469385,21450.587746873804,2857.8238113229727,80.3496920708237,-1.296939944812566,5505.949074086591,2945.6915234781386,1732,38.19854699899997,1
1772005643.957796,stop,10.0,-1.3049645390070879,0.028368794326241134,-443.2114463861572,11323.042880953435,-0.32419127988748186,0.0014767932657115735,-79.94654277337989,6316.183881990986,474,33.03910529599989,1
1772005643.95792,other,10.0,54.90666666666665,-0.7626666720708211,4768.325797041658,4394.090154706626,83.3840579710145,-1.125362335771754,3326.900005841492,3204.3126793603487,46,27.024565618999986,1
1772005644.9765434,straight,10.0,331.8043912175646,-4.492548261177355,22626.39808055916,2794.794636820991,89.54514862591144,-1.405758077685106,6235.903718413569,2954.527613122329,1783,39.21748625200007,1
1772005644.9767156,stop,10.0,-1.3049645390070879,0.028368794326241134,-443.2114463861572,11323.042880953435,-0.32419127988748186,0.0014767932657115735,-79.94654277337989,6316.183881990986,474,33.03910529599989,1
1772005644.9768422,other,10.0,54.90666666666665,-0.7626666720708211,4768.325797041658,4394.090154706626,83.3840579710145,-1.125362335771754,3326.900005841492,3204.3126793603487,46,27.024565618999986,1
1772005645.9960318,straight,10.0,352.88556220891564,-4.670326036686743,24539.12963039725,2843.3672765471333,99.04180298073432,-1.5057070083463855,6980.166143031994,2957.9288734273027,1834,40.2370179290001,1
1772005645.996207,stop,10.0,-1.3049645390070879,0.028368794326241134,-443.2114463861572,11323.042880953435,-0.32419127988748186,0.0014767932657115735,-79.94654277337989,6316.183881990986,474,33.03910529599989,1
1772005645.9963338,other,10.0,54.90666666666665,-0.7626666720708211,4768.325797041658,4394.090154706626,83.3840579710145,-1.125362335771754,3326.900005841492,3204.3126793603487,46,27.024565618999986,1
1772005647.0155575,straight,10.0,356.3885562208915,-4.677378598325498,24747.027214993814,2868.9127227491254,101.02774774774775,-1.519423416627415,7030.331801330003,2949.786269953973,1850,40.55698026899995,1
1772005647.0157127,stop,10.0,6.913978494623653,-0.038709676393898586,134.76030582243794,1340.8159103994913,0.1201320132013206,-0.0009900989312149908,-66.41826572770844,5145.509065145929,505,47.7703604039998,1
1772005647.015803,other,10.0,30.5,-0.14999999602635702,-860.6435996301,3259.355021669327,79.15333333333334,-1.0473333485921221,2991.896517403765,3208.7160667450676,50,41.33651910200001,1
1772005648.0347114,straight,10.0,303.35627240143333,-3.982293925490433,19645.06519793791,2896.012691291153,93.54912280701753,-1.405929817944238,6369.210319406418,2977.502150089266,1900,42.27553710300003,1
1772005648.0348697,stop,10.0,6.913978494623653,-0.038709676393898586,134.76030582243794,1340.8159103994913,0.1201320132013206,-0.0009900989312149908,-66.41826572770844,5145.509065145929,505,47.7703604039998,1
1772005648.0349662,other,10.0,13.533333333333331,0.08000000317891438,-1080.948677593774,3074.0811516060044,76.5359477124183,-1.007189557443257,2894.757978053721,3191.5448825216877,51,41.35690470600002,1
1772005649.054217,straight,10.0,232.53548387096745,-3.0869534180583087,16484.960709693747,2944.2036567337527,83.32342388518705,-1.2613360595035035,5818.625281959193,2953.864419652784,1951,43.29523946099994,1
1772005649.0543723,stop,10.0,6.913978494623653,-0.038709676393898586,134.76030582243794,1340.8159103994913,0.1201320132013206,-0.0009900989312149908,-66.41826572770844,5145.509065145929,505,47.7703604039998,1
1772005649.054465,other,10.0,13.533333333333331,0.08000000317891438,-1080.948677593774,3074.0811516060044,76.5359477124183,-1.007189557443257,2894.757978053721,3191.5448825216877,51,41.35690470600002,1
1772005650.073689,straight,10.0,156.90250896057336,-2.101648746425536,10182.226812422825,2868.058602777544,71.90509490509493,-1.1202297618378767,4969.9522499979,2960.2824419507538,2002,44.31454184099994,1
1772005650.07385,stop,10.0,6.913978494623653,-0.038709676393898586,134.76030582243794,1340.8159103994913,0.1201320132013206,-0.0009900989312149908,-66.41826572770844,5145.509065145929,505,47.7703604039998,1
1772005650.0739467,other,10.0,13.533333333333331,0.08000000317891438,-1080.948677593774,3074.0811516060044,76.5359477124183,-1.007189557443257,2894.757978053721,3191.5448825216877,51,41.35690470600002,1
1772005651.0928047,straight,10.0,112.83942652329758,-1.5524731128446527,6488.103344586755,2897.2980259848932,65.55571967831938,-1.0470211622692644,4422.518670558584,2969.0598404471257,2031,44.89394737900011,1
1772005651.0929594,stop,10.0,6.913978494623653,-0.038709676393898586,134.76030582243794,1340.8159103994913,0.1201320132013206,-0.0009900989312149908,-66.41826572770844,5145.509065145929,505,47.7703604039998,1
